SPFB.RTS-12.18,1,10/09/18,10:01,103750.0000000,103900.0000000,103680.0000000,103900.0000000,19	103750.00000	103750,00000	103750	1		10/09/18 открытие	10/09/18 закрытие	10.09.2018 мин	10.09.2018 макс	10/10/18 открытие	10/10/18 закрытие	10/10/18 мин	 10/10/18 макс	08/11/18 открытие	08/11/18 закрытие	08/11/18 мин	08/11/18 макс	08/12/18 открытие	08/12/18 закрытие	08.12.2018 мин	08.12.2018 макс
SPFB.RTS-12.18,1,10/10/18,17:32,114940.0000000,114950.0000000,114810.0000000,114880.0000000,998	114940.00000	114940,00000	114940																		
SPFB.RTS-12.18,1,10/10/18,17:33,114880.0000000,114890.0000000,114750.0000000,114810.0000000,946	114880.00000	114880,00000	114880																		
SPFB.RTS-12.18,1,10/10/18,17:34,114840.0000000,114890.0000000,114760.0000000,114770.0000000,684	114840.00000	114840,00000	114840																		
SPFB.RTS-12.18,1,10/10/18,17:35,114760.0000000,114830.0000000,114690.0000000,114760.0000000,1177	114760.00000	114760,00000	114760																		
SPFB.RTS-12.18,1,10/10/18,17:36,114760.0000000,114760.0000000,114690.0000000,114690.0000000,399	114760.00000	114760,00000	114760																		
SPFB.RTS-12.18,1,10/10/18,17:37,114690.0000000,114860.0000000,114680.0000000,114810.0000000,1114	114690.00000	114690,00000	114690																		
SPFB.RTS-12.18,1,10/10/18,17:38,114820.0000000,114850.0000000,114780.0000000,114830.0000000,208	114820.00000	114820,00000	114820																		
SPFB.RTS-12.18,1,10/10/18,17:39,114830.0000000,114830.0000000,114700.0000000,114730.0000000,364	114830.00000	114830,00000	114830																		
SPFB.RTS-12.18,1,10/10/18,17:40,114730.0000000,114730.0000000,114630.0000000,114670.0000000,496	114730.00000	114730,00000	114730																		
SPFB.RTS-12.18,1,10/10/18,17:41,114660.0000000,114730.0000000,114530.0000000,114540.0000000,1583	114660.00000	114660,00000	114660																		
SPFB.RTS-12.18,1,10/10/18,17:42,114550.0000000,114600.0000000,114530.0000000,114580.0000000,717	114550.00000	114550,00000	114550																		
SPFB.RTS-12.18,1,10/10/18,17:43,114570.0000000,114580.0000000,114410.0000000,114440.0000000,2510	114570.00000	114570,00000	114570																		
SPFB.RTS-12.18,1,10/10/18,17:44,114420.0000000,114530.0000000,114410.0000000,114500.0000000,1818	114420.00000	114420,00000	114420																		
SPFB.RTS-12.18,1,10/10/18,17:45,114490.0000000,114580.0000000,114470.0000000,114540.0000000,976	114490.00000	114490,00000	114490																		
SPFB.RTS-12.18,1,10/10/18,17:46,114550.0000000,114630.0000000,114480.0000000,114630.0000000,1041	114550.00000	114550,00000	114550																		
SPFB.RTS-12.18,1,10/10/18,17:47,114630.0000000,114650.0000000,114560.0000000,114580.0000000,960	114630.00000	114630,00000	114630																		
SPFB.RTS-12.18,1,10/10/18,17:48,114560.0000000,114560.0000000,114480.0000000,114540.0000000,522	114560.00000	114560,00000	114560																		
SPFB.RTS-12.18,1,10/10/18,17:49,114550.0000000,114630.0000000,114510.0000000,114540.0000000,640	114550.00000	114550,00000	114550																		
SPFB.RTS-12.18,1,10/10/18,17:50,114540.0000000,114550.0000000,114470.0000000,114550.0000000,473	114540.00000	114540,00000	114540																		
SPFB.RTS-12.18,1,10/10/18,17:51,114560.0000000,114640.0000000,114550.0000000,114630.0000000,576	114560.00000	114560,00000	114560																		
SPFB.RTS-12.18,1,10/10/18,17:52,114610.0000000,114680.0000000,114580.0000000,114660.0000000,734	114610.00000	114610,00000	114610																		
SPFB.RTS-12.18,1,10/10/18,17:53,114650.0000000,114650.0000000,114580.0000000,114610.0000000,237	114650.00000	114650,00000	114650																		
SPFB.RTS-12.18,1,10/10/18,17:54,114610.0000000,114670.0000000,114610.0000000,114620.0000000,266	114610.00000	114610,00000	114610																		
SPFB.RTS-12.18,1,10/10/18,17:55,114630.0000000,114630.0000000,114500.0000000,114510.0000000,536	114630.00000	114630,00000	114630																		
SPFB.RTS-12.18,1,10/10/18,17:56,114500.0000000,114550.0000000,114490.0000000,114530.0000000,731	114500.00000	114500,00000	114500																		
SPFB.RTS-12.18,1,10/10/18,17:57,114540.0000000,114550.0000000,114480.0000000,114540.0000000,391	114540.00000	114540,00000	114540																		
SPFB.RTS-12.18,1,10/10/18,17:58,114540.0000000,114570.0000000,114500.0000000,114540.0000000,394	114540.00000	114540,00000	114540																		
SPFB.RTS-12.18,1,10/10/18,17:59,114540.0000000,114540.0000000,114350.0000000,114410.0000000,1999	114540.00000	114540,00000	114540																		
SPFB.RTS-12.18,1,10/10/18,18:00,114420.0000000,114530.0000000,114350.0000000,114530.0000000,735	114420.00000	114420,00000	114420																		
SPFB.RTS-12.18,1,10/10/18,18:01,114530.0000000,114540.0000000,114360.0000000,114450.0000000,1625	114530.00000	114530,00000	114530																		
SPFB.RTS-12.18,1,10/10/18,18:02,114450.0000000,114540.0000000,114430.0000000,114540.0000000,474	114450.00000	114450,00000	114450																		
SPFB.RTS-12.18,1,10/10/18,18:03,114540.0000000,114550.0000000,114490.0000000,114490.0000000,1013	114540.00000	114540,00000	114540																		
SPFB.RTS-12.18,1,10/10/18,18:04,114480.0000000,114500.0000000,114440.0000000,114460.0000000,359	114480.00000	114480,00000	114480																		
SPFB.RTS-12.18,1,10/10/18,18:05,114460.0000000,114470.0000000,114330.0000000,114380.0000000,1229	114460.00000	114460,00000	114460																		
SPFB.RTS-12.18,1,10/10/18,18:06,114380.0000000,114410.0000000,114360.0000000,114410.0000000,398	114380.00000	114380,00000	114380																		
SPFB.RTS-12.18,1,10/10/18,18:07,114400.0000000,114480.0000000,114380.0000000,114410.0000000,852	114400.00000	114400,00000	114400																		
SPFB.RTS-12.18,1,10/10/18,18:08,114390.0000000,114410.0000000,114360.0000000,114370.0000000,470	114390.00000	114390,00000	114390																		
SPFB.RTS-12.18,1,10/10/18,18:09,114380.0000000,114380.0000000,114300.0000000,114340.0000000,1171	114380.00000	114380,00000	114380																		
SPFB.RTS-12.18,1,10/10/18,18:10,114330.0000000,114330.0000000,114240.0000000,114240.0000000,1443	114330.00000	114330,00000	114330																		
SPFB.RTS-12.18,1,10/10/18,18:11,114250.0000000,114280.0000000,114190.0000000,114250.0000000,2236	114250.00000	114250,00000	114250																		
SPFB.RTS-12.18,1,10/10/18,18:12,114250.0000000,114280.0000000,114200.0000000,114200.0000000,659	114250.00000	114250,00000	114250																		
SPFB.RTS-12.18,1,10/10/18,18:13,114190.0000000,114190.0000000,114060.0000000,114070.0000000,3308	114190.00000	114190,00000	114190																		
SPFB.RTS-12.18,1,10/10/18,18:14,114080.0000000,114110.0000000,114050.0000000,114110.0000000,1436	114080.00000	114080,00000	114080																		
SPFB.RTS-12.18,1,10/10/18,18:15,114100.0000000,114100.0000000,113880.0000000,113900.0000000,5049	114100.00000	114100,00000	114100																		
SPFB.RTS-12.18,1,10/10/18,18:16,113890.0000000,113960.0000000,113850.0000000,113960.0000000,2050	113890.00000	113890,00000	113890																		
SPFB.RTS-12.18,1,10/10/18,18:17,113960.0000000,114030.0000000,113930.0000000,113990.0000000,1843	113960.00000	113960,00000	113960																		
SPFB.RTS-12.18,1,10/10/18,18:18,113990.0000000,114030.0000000,113920.0000000,113980.0000000,1089	113990.00000	113990,00000	113990																		
SPFB.RTS-12.18,1,10/10/18,18:19,113970.0000000,113980.0000000,113880.0000000,113920.0000000,1133	113970.00000	113970,00000	113970																		
SPFB.RTS-12.18,1,10/10/18,18:20,113910.0000000,114030.0000000,113730.0000000,113740.0000000,3335	113910.00000	113910,00000	113910																		
SPFB.RTS-12.18,1,10/10/18,18:21,113730.0000000,113790.0000000,113560.0000000,113580.0000000,4519	113730.00000	113730,00000	113730																		
SPFB.RTS-12.18,1,10/10/18,18:22,113590.0000000,113610.0000000,113490.0000000,113580.0000000,2675	113590.00000	113590,00000	113590																		
SPFB.RTS-12.18,1,10/10/18,18:23,113580.0000000,113580.0000000,113230.0000000,113350.0000000,5397	113580.00000	113580,00000	113580																		
SPFB.RTS-12.18,1,10/10/18,18:24,113360.0000000,113530.0000000,113350.0000000,113490.0000000,1902	113360.00000	113360,00000	113360																		
SPFB.RTS-12.18,1,10/10/18,18:25,113490.0000000,113620.0000000,113460.0000000,113580.0000000,2695	113490.00000	113490,00000	113490																		
SPFB.RTS-12.18,1,10/10/18,18:26,113570.0000000,113700.0000000,113560.0000000,113700.0000000,1488	113570.00000	113570,00000	113570																		
SPFB.RTS-12.18,1,10/10/18,18:27,113690.0000000,113720.0000000,113490.0000000,113550.0000000,1729	113690.00000	113690,00000	113690																		
SPFB.RTS-12.18,1,10/10/18,18:28,113550.0000000,113680.0000000,113530.0000000,113670.0000000,972	113550.00000	113550,00000	113550																		
SPFB.RTS-12.18,1,10/10/18,18:29,113670.0000000,113790.0000000,113670.0000000,113740.0000000,1792	113670.00000	113670,00000	113670																		
SPFB.RTS-12.18,1,10/10/18,18:30,113740.0000000,113740.0000000,113570.0000000,113580.0000000,1954	113740.00000	113740,00000	113740																		
SPFB.RTS-12.18,1,10/10/18,18:31,113570.0000000,113590.0000000,113520.0000000,113580.0000000,1246	113570.00000	113570,00000	113570																		
SPFB.RTS-12.18,1,10/10/18,18:32,113570.0000000,113600.0000000,113500.0000000,113530.0000000,1055	113570.00000	113570,00000	113570																		
SPFB.RTS-12.18,1,10/10/18,18:33,113520.0000000,113530.0000000,113380.0000000,113430.0000000,2415	113520.00000	113520,00000	113520																		
SPFB.RTS-12.18,1,10/10/18,18:34,113440.0000000,113480.0000000,113380.0000000,113410.0000000,1171	113440.00000	113440,00000	113440																		
SPFB.RTS-12.18,1,10/10/18,18:35,113410.0000000,113460.0000000,113350.0000000,113380.0000000,2792	113410.00000	113410,00000	113410																		
SPFB.RTS-12.18,1,10/10/18,18:36,113390.0000000,113540.0000000,113310.0000000,113540.0000000,1762	113390.00000	113390,00000	113390																		
SPFB.RTS-12.18,1,10/10/18,18:37,113530.0000000,113580.0000000,113490.0000000,113510.0000000,1506	113530.00000	113530,00000	113530																		
SPFB.RTS-12.18,1,10/10/18,18:38,113500.0000000,113610.0000000,113450.0000000,113590.0000000,1406	113500.00000	113500,00000	113500																		
SPFB.RTS-12.18,1,10/10/18,18:39,113580.0000000,113610.0000000,113490.0000000,113490.0000000,929	113580.00000	113580,00000	113580																		
SPFB.RTS-12.18,1,10/10/18,18:40,113500.0000000,113560.0000000,113480.0000000,113560.0000000,838	113500.00000	113500,00000	113500																		
SPFB.RTS-12.18,1,10/10/18,18:41,113540.0000000,113700.0000000,113530.0000000,113690.0000000,2501	113540.00000	113540,00000	113540																		
SPFB.RTS-12.18,1,10/10/18,18:42,113690.0000000,113730.0000000,113580.0000000,113630.0000000,1084	113690.00000	113690,00000	113690																		
SPFB.RTS-12.18,1,10/10/18,18:43,113640.0000000,113650.0000000,113530.0000000,113590.0000000,1036	113640.00000	113640,00000	113640																		
SPFB.RTS-12.18,1,10/10/18,18:44,113580.0000000,113610.0000000,113470.0000000,113570.0000000,966	113580.00000	113580,00000	113580																		
SPFB.RTS-12.18,1,10/10/18,18:45,113570.0000000,113600.0000000,113490.0000000,113500.0000000,1281	113570.00000	113570,00000	113570																		
SPFB.RTS-12.18,1,10/10/18,19:01,113600.0000000,113600.0000000,113490.0000000,113540.0000000,709	113600.00000	113600,00000	113600																		
SPFB.RTS-12.18,1,10/10/18,19:02,113550.0000000,113670.0000000,113530.0000000,113600.0000000,1078	113550.00000	113550,00000	113550																		
SPFB.RTS-12.18,1,10/10/18,19:03,113600.0000000,113660.0000000,113560.0000000,113650.0000000,799	113600.00000	113600,00000	113600																		
SPFB.RTS-12.18,1,10/10/18,19:04,113630.0000000,113630.0000000,113560.0000000,113610.0000000,379	113630.00000	113630,00000	113630																		
SPFB.RTS-12.18,1,10/10/18,19:05,113610.0000000,113640.0000000,113550.0000000,113570.0000000,491	113610.00000	113610,00000	113610																		
SPFB.RTS-12.18,1,10/10/18,19:06,113580.0000000,113590.0000000,113460.0000000,113460.0000000,755	113580.00000	113580,00000	113580																		
SPFB.RTS-12.18,1,10/10/18,19:07,113460.0000000,113500.0000000,113360.0000000,113390.0000000,1005	113460.00000	113460,00000	113460																		
SPFB.RTS-12.18,1,10/10/18,19:08,113380.0000000,113400.0000000,113270.0000000,113300.0000000,1143	113380.00000	113380,00000	113380																		
SPFB.RTS-12.18,1,10/10/18,19:09,113310.0000000,113380.0000000,113300.0000000,113330.0000000,700	113310.00000	113310,00000	113310																		
SPFB.RTS-12.18,1,10/10/18,19:10,113340.0000000,113350.0000000,113300.0000000,113320.0000000,887	113340.00000	113340,00000	113340																		
SPFB.RTS-12.18,1,10/10/18,19:11,113320.0000000,113430.0000000,113320.0000000,113420.0000000,750	113320.00000	113320,00000	113320																		
SPFB.RTS-12.18,1,10/10/18,19:12,113420.0000000,113560.0000000,113410.0000000,113540.0000000,1097	113420.00000	113420,00000	113420																		
SPFB.RTS-12.18,1,10/10/18,19:13,113530.0000000,113560.0000000,113500.0000000,113530.0000000,577	113530.00000	113530,00000	113530																		
SPFB.RTS-12.18,1,10/10/18,19:14,113530.0000000,113580.0000000,113510.0000000,113580.0000000,722	113530.00000	113530,00000	113530																		
SPFB.RTS-12.18,1,10/10/18,19:15,113570.0000000,113600.0000000,113520.0000000,113560.0000000,946	113570.00000	113570,00000	113570																		
SPFB.RTS-12.18,1,10/10/18,19:16,113550.0000000,113660.0000000,113520.0000000,113570.0000000,904	113550.00000	113550,00000	113550																		
SPFB.RTS-12.18,1,10/10/18,19:17,113570.0000000,113640.0000000,113560.0000000,113620.0000000,592	113570.00000	113570,00000	113570																		
SPFB.RTS-12.18,1,10/10/18,19:18,113620.0000000,113640.0000000,113560.0000000,113580.0000000,603	113620.00000	113620,00000	113620																		
SPFB.RTS-12.18,1,10/10/18,19:19,113580.0000000,113590.0000000,113550.0000000,113580.0000000,315	113580.00000	113580,00000	113580																		
SPFB.RTS-12.18,1,10/10/18,19:20,113580.0000000,113630.0000000,113580.0000000,113610.0000000,416	113580.00000	113580,00000	113580																		
SPFB.RTS-12.18,1,10/10/18,19:21,113610.0000000,113630.0000000,113560.0000000,113570.0000000,741	113610.00000	113610,00000	113610																		
SPFB.RTS-12.18,1,10/10/18,19:22,113570.0000000,113600.0000000,113550.0000000,113570.0000000,392	113570.00000	113570,00000	113570																		
SPFB.RTS-12.18,1,10/10/18,19:23,113580.0000000,113600.0000000,113560.0000000,113560.0000000,232	113580.00000	113580,00000	113580																		
SPFB.RTS-12.18,1,10/10/18,19:24,113550.0000000,113560.0000000,113520.0000000,113530.0000000,177	113550.00000	113550,00000	113550																		
SPFB.RTS-12.18,1,10/10/18,19:25,113520.0000000,113540.0000000,113450.0000000,113490.0000000,502	113520.00000	113520,00000	113520																		
SPFB.RTS-12.18,1,10/10/18,19:26,113500.0000000,113500.0000000,113470.0000000,113480.0000000,127	113500.00000	113500,00000	113500																		
SPFB.RTS-12.18,1,10/10/18,19:27,113480.0000000,113530.0000000,113470.0000000,113520.0000000,220	113480.00000	113480,00000	113480																		
SPFB.RTS-12.18,1,10/10/18,19:28,113520.0000000,113580.0000000,113510.0000000,113570.0000000,181	113520.00000	113520,00000	113520																		
SPFB.RTS-12.18,1,10/10/18,19:29,113560.0000000,113560.0000000,113500.0000000,113560.0000000,170	113560.00000	113560,00000	113560																		
SPFB.RTS-12.18,1,10/10/18,19:30,113560.0000000,113570.0000000,113490.0000000,113500.0000000,219	113560.00000	113560,00000	113560																		
SPFB.RTS-12.18,1,10/10/18,19:31,113490.0000000,113520.0000000,113470.0000000,113500.0000000,253	113490.00000	113490,00000	113490																		
SPFB.RTS-12.18,1,10/10/18,19:32,113500.0000000,113540.0000000,113490.0000000,113530.0000000,303	113500.00000	113500,00000	113500																		
SPFB.RTS-12.18,1,10/10/18,19:33,113520.0000000,113550.0000000,113510.0000000,113520.0000000,323	113520.00000	113520,00000	113520																		
SPFB.RTS-12.18,1,10/10/18,19:34,113510.0000000,113510.0000000,113470.0000000,113510.0000000,260	113510.00000	113510,00000	113510																		
SPFB.RTS-12.18,1,10/10/18,19:35,113520.0000000,113540.0000000,113490.0000000,113500.0000000,175	113520.00000	113520,00000	113520																		
SPFB.RTS-12.18,1,10/10/18,19:36,113520.0000000,113560.0000000,113500.0000000,113530.0000000,696	113520.00000	113520,00000	113520																		
SPFB.RTS-12.18,1,10/10/18,19:37,113530.0000000,113570.0000000,113520.0000000,113550.0000000,341	113530.00000	113530,00000	113530																		
SPFB.RTS-12.18,1,10/10/18,19:38,113560.0000000,113560.0000000,113450.0000000,113470.0000000,621	113560.00000	113560,00000	113560																		
SPFB.RTS-12.18,1,10/10/18,19:39,113480.0000000,113540.0000000,113460.0000000,113530.0000000,285	113480.00000	113480,00000	113480																		
SPFB.RTS-12.18,1,10/10/18,19:40,113520.0000000,113530.0000000,113500.0000000,113510.0000000,145	113520.00000	113520,00000	113520																		
SPFB.RTS-12.18,1,10/10/18,19:41,113520.0000000,113520.0000000,113480.0000000,113520.0000000,250	113520.00000	113520,00000	113520																		
SPFB.RTS-12.18,1,10/10/18,19:42,113520.0000000,113550.0000000,113510.0000000,113540.0000000,449	113520.00000	113520,00000	113520																		
